PROBLEM_ID,TITLE_NM,TAGS_NM,SOLVED_USR,HASH_ID
,Marathon,,,13864000
,Cutting,,,13865000
,팀 나누기,arithmetic impl math,,13866000
,Back to the Future,graph,,13867000
,Counting Self-Rotating Subsets,combinatorics ds geom hashset math treeset,,13868000
,Dating On-Line,geom greedy area of a polygon,,13869000
,Emission Spectrum,ds pst segtree,,13870000
,Farm robot,impl simulation,,13871000
,Game of Matchings,hash kmp string,,13872000
,Hotel Rewards,ds greedy priority queue,,13873000
,Internet Trouble,,,13874000
,Just in Time,math number theory primality test,,13875000
,Kill the Werewolf,flow,,13876000
,이건 무슨 진법이지?,math,,13877000
,FBI Universal Control Numbers,string,,13878000
,m-ary Partitions,dp,,13879000
,A Rational Sequence (Take 3),ds stack,,13880000
,Permutation Descent Counts,combinatorics dp math,,13881000
,Tight-Fit Sudoku,,,13882000
,Magical Mystery Knight’s Tour,,,13883000
,삭삽 정렬,greedy sorting,,13884000
,Smoothed Gardens,,,13886000
,수열과 쿼리 12,ds multidimensional segtree offline query segtree splay tree tree,,13887000
,WSI Extreme,,,13888000
,Average,combinatorics dp fermat's little thm inclusion and exclusion math number theory,,13889000
,Big Bang,math möbius inversion number theory,,13890000
,Find C,extended euclidean algorithm math number theory,,13891000
,ACM Tax,ds lca mo's offline query pst segtree tree,,13892000
,Dictionary Game,ds game theory sprague–grundy thm string tree trie,,13893000
,Binary Strings,,,13894000
,Witcher Potion,,,13895000
,Sky Tax,lca tree,,13896000
,Printing Press,flow lp mcmf,,13897000
,Expected Number of Connected Components,,,13898000
,Coordinates,graph traversal,,13899000
,순서쌍의 곱의 합,math prefix sum,,13900000
,로봇,impl simulation,,13901000
,개업 2,dp,,13902000
,출근,bfs graph traversal,,13903000
,과제,ds greedy priority queue sorting,,13904000
,세부,ds dsu graph traversal mst,,13905000
,대문자,dp,,13906000
,세금,dijkstra's dp graph,,13907000
,비밀번호,bruteforce,,13908000
,창문 닫기,math number theory,,13909000
,개업,dp,,13910000
,집 구하기,dijkstra's graph,,13911000
,외계 생물,combinatorics dp math,,13912000
,숨바꼭질 4,bfs graph traversal,,13913000
,Aerial Archeology,,,13914000
,현수의 열기구 교실,bitmask ds hashset sorting treeset,,13915000
,Cable Connection,,,13916000
,Rotating Display,,,13917000
,Fence,,,13918000
,Tree Stands,,,13919000
,Orchard Division,,,13920000
,"It’s Raining, Man",,,13921000
,Suspicious Samples,,,13922000
,오버워치 월드컵,,,13923000
,접미사 배열 3,,,13924000
,수열과 쿼리 13,ds lazyprop segtree,,13925000
,"gcd(n, k) = 1",euler phi function math miller–rabin number theory pollard rho primality test,,13926000
,수열과 쿼리 14,binary search ds multidimensional segtree pst segtree,,13927000
,Arranging Hat,dp,,13928000
,British Menu,dfs dp graph traversal scc,,13929000
,Careful Ascent,impl math,,13930000
,Driving in Optimistan,,,13931000
,Exam Redistribution,greedy sorting,,13932000
,Free Weights,binary search,,13933000
,Gotta Nudge ’Em All,,,13934000
,Hamiltonian Hypercube,bitmask math,,13935000
,Iron and Coal,bfs graph traversal,,13936000
,Jupiter Orbiter,flow greedy,,13937000
,Kiwi Trees,geom,,13938000
,Imena,parsing string,,13939000
,Pohlepko,bfs graph traversal,,13940000
,Kronican,bitmask dp bitfield dp,,13941000
,Kvalitetni,,,13942000
,Zoltan,,,13943000
,Meksikanac,fft geom math,,13944000
,Appearance Analysis,bruteforce impl string,,13945000
,Bipartite Blanket,bitmask dp bitfield dp graph hall's thm,,13946000
,Convex Contour,case work geom,,13947000
,Dancing Disks,dp,,13948000
,쉬운 문제,arbitrary precision / big integers bfs graph traversal math number theory,,13949000
,Free Figurines,ad-hoc graph tree,,13950000
,Geohash Grid,,,13951000
,Hangar Hurdles,binary search ds dsu pbs prefix sum,,13952000
,Invisible Integers,bitmask dp,,13953000
,Jazz Journey,greedy,,13954000
,Key Knocking,case work constructive math,,13955000
,Lost Logic,2-sat ad-hoc constructive graph scc,,13956000
,Within Arm's Reach,constructive geom,,13957000
,Bribing Eve,ad-hoc geom math sweeping,,13958000
,Candle Box,bruteforce impl simulation,,13959000
,Dinner Bet,dp math probability,,13960000
,Passwords,aho-corasick ds string tree trie,,13961000
,Performance Review,ds ett segtree tree,,13962000
,Cairo Corridor,graph traversal impl,,13963000
,Pascal's Hyper-Pyramids,backtrack combinatorics dp math,,13964000
,The White Rabbit Pocket Watch,gaussian elimination linear algebra math,,13965000
,Risky Lottery,,,13966000
,Balls and Needles,ds dfs geom graph traversal,,13967000
,Conference,,,13968000
,Hacker,,,13969000
,Power towers,euler phi function exponentiation by squaring math number theory,,13970000
,LEFKARITIKA,,,13971000
,Cruise,,,13972000
,Acrobat,,,13973000
,파일 합치기 2,dp knuth,,13974000
,파일 합치기 3,ds greedy priority queue,,13975000
,타일 채우기 2,dp exponentiation by squaring math,,13976000
,이항 계수와 쿼리,combinatorics exponentiation by squaring fermat's little thm math modular multiplicative inverse number theory,,13977000
,Cameras,ds greedy sliding window treeset,,13978000
,Contest Strategy,,,13979000
,Maximum Islands,bipartite matching,,13980000
,Postman,greedy,,13981000
,Shopping,ds math offline query sparse table,,13982000
,Tournament Wins,bayes thm math probability,,13983000
,Contest Score,ds impl priority queue simulation,,13984000
,Equality,arithmetic math string,,13985000
,Gravity,impl,,13986000
,Six Sides,arithmetic bruteforce combinatorics math probability,,13987000
,비무장 지대,ds dp graph scc segtree,,13988000
,Abbreviation,parsing string,,13989000
,Binary Code,2-sat ds graph scc string tree trie,,13990000
,Cactus Construction,cactus constructive ds dfs graph traversal,,13991000
,Delight for a Cat,flow mcmf,,13992000
,Expect to Wait,offline query sweeping,,13993000
,Foreign Postcards,dp math prefix sum probability,,13994000
,Game on Graph,bfs dfs game theory graph traversal,,13995000
,Hard Refactoring,,,13996000
,Jenga Boom,prefix sum,,13998000
,Kids Designing Kids,,,13999000
,List of Primes,dp recursion,,14000000
,Mole Tunnels,flow mcmf tree,,14001000
,가장 긴 증가하는 부분 수열 4,dp,,14002000
,가장 긴 증가하는 부분 수열 5,binary search lis in o(n log n),,14003000
,ICPC,arithmetic math,,14004000
,Small Ping Pong Tournament,ad-hoc bruteforce,,14005000
,Large Ping Pong Tournament,ad-hoc sorting,,14006000
,Small Weird Measurements,,,14007000
,Medium Weird Measurements,,,14008000
,Large Weird Measurements,dp two-pointer,,14009000
,Where To Go?,,,14010000
,Small PhD Restaurant,greedy sorting,,14011000
,Large PhD Restaurant,greedy sorting,,14012000
,Unit Conversion,arithmetic impl math,,14013000
,Dudu of English,impl parsing regex string,,14014000
,Hungry Fox,ad-hoc sorting,,14032000
,Artskjid,,,14033000
,Solar Flight,,,14034000
,Cars on Ice,ds deque dfs graph traversal stack,,14035000
,Timpanist,,,14036000
,Eggscavation,ds dsu inclusion and exclusion prefix sum segtree sparse table,,14037000
,Tournament Selection,impl,,14038000
,Magic Squares,impl,,14039000
,Hidden Palindrome,bruteforce string,,14040000
,Arrival Time,impl math simulation,,14041000
,Tandem Bicycle,greedy sorting,,14042000
,Ragaman,ad-hoc impl string,,14043000
,Phonomenal Reviews,dfs dp tree dp graph traversal tree,,14044000
,Combining Riceballs,,,14045000
,Circle of Life,bitmask math,,14046000
,Stupendous Bowties,,,14047000
,Through A Maze Darkly,,,14048000
,Data Structure,impl math sorting,,14049000
,Field Trip,,,14050000
,Splitting Hares,,,14051000
,Legends,,,14052000
,O Canada,,,14053000
,Zombie Apocalypse,,,14054000
,Pirates,ad-hoc ds game theory splay tree tree,,14055000
,K번째 좋은 문자열,bruteforce,,14056000
,Towers,binary search ds dp segtree stack,,14057000
,The Game “Divisibility”,ad-hoc bruteforce game theory math two-pointer,,14058000
,Biathlon,,,14059000
,Paths in Multigraph,graph stoer–wagner,,14060000
,Tower,ds stack,,14061000
,Cheap Traveling,,,14062000
,Blokada,binary search flow parametric search,,14063000
,Caki,impl simulation,,14064000
,Gorivo,arithmetic math,,14065000
,Kocka,impl,,14066000
,Marica,dp,,14067000
,Ograda,,,14068000
,Pčele,exponentiation by squaring math,,14069000
,Roj,,,14070000
,Rudar,,,14071000
,Vjerojatnost,,,14072000
,Bitovni,bitmask dp impl,,14073000
,Kratki,,,14074000
,Luhn,arithmetic impl math,,14075000
,선인장 선물,,,14076000
,Parada,,,14077000
,Piramida,,,14078000
,R9K,,,14079000
,Sjeckanje,,,14080000
,Slika,,,14081000
,Tablica,,,14082000
,Bitstock,,,14083000
,Četverokut,,,14084000
,Dvaput,,,14085000
,Hyperloop,,,14086000
,Lijepi Putevi,,,14087000
,Parket,,,14088000
,Prosjek,,,14089000
,RAM,,,14090000
,Šetnja,,,14091000
,Jabuka,,,14092000
,Lektire,,,14093000
,Magija,dp,,14094000
,Novčicći,,,14095000
,Pečat,,,14096000
,Sort,,,14097000
,Tunel,,,14098000
,Velika Tablica,,,14099000
,XOR,,,14100000
,Arhimed,,,14101000
,Formula,,,14102000
,Haker,,,14103000
,HNL,,,14104000
,Ivo,,,14105000
,Mnogokut,,,14106000
,Sort,,,14107000
,Umnozak,,,14108000
,Zvonimir,,,14109000
,Agresor,,,14110000
,Kreditna,,,14111000
,Kvadrati,,,14112000
,Lubenice,greedy math,,14113000
,Matematika,math,,14114000
,Permutacije,,,14115000
,Restorani,,,14116000
,Tartufi,,,14117000
,Virus,,,14118000
,Anadrom,,,14119000
,Banane,,,14120000
,Haker,constructive greedy parsing string,,14121000
,Izlet,,,14122000
,Struja,,,14123000
,Telefon,impl math,,14124000
,삼트리스,,,14125000
,Vanzemaljci,,,14126000
,Zone,,,14127000
,Duzžine,,,14128000
,Kugle,,,14129000
,Mravi,,,14130000
,Okret,splay tree tree,,14131000
,Šibice,,,14132000
,Sličice,,,14133000
,Sretan,,,14134000
,Trokut,math,,14135000
,Višekratnici,,,14136000
,Ćevapi,,,14137000
,Filtar,,,14138000
,Izviðači,,,14139000
,Lunapark,impl simulation,,14140000
,Majstor,,,14141000
,Maxplus,,,14142000
,Škola,ds pst segtree,,14143000
,Žabe,inclusion and exclusion math number theory parametric search,,14144000
,Žetva,bfs dfs graph traversal,,14145000
,Bomboni,math number theory,,14146000
,Ceste,,,14147000
,Čestice,combinatorics dp math number theory,,14148000
,Igra,,,14149000
,Prekidač,,,14150000
,Riva,,,14151000
,RSA,,,14152000
,Trokut,impl recursion,,14153000
,Zmija,ds deque impl simulation,,14154000
,Arhitekt,,,14155000
,Binarni,bitmask constructive,,14156000
,Čuvar,bruteforce geom impl,,14157000
,Kalendar,bruteforce impl,,14158000
,Kemija,,,14159000
,Pekar,,,14160000
,Spoj,combinatorics exponentiation by squaring inclusion and exclusion math,,14161000
,Suma,math number theory,,14162000
,Torta,,,14163000
,삼각형 영역,geom,,14164000
,Team Building,dp prefix sum,,14165000
,Robotic Cow Herd,ds graph greedy priority queue,,14166000
,Moocast,graph mst,,14167000
,Cow Checklist,dp,,14168000
,Lasers and Mirrors,bfs compression dijkstra's graph traversal,,14169000
,Counting Haybales,binary search,,14170000
,Cities and States,ds hash hashset,,14171000
,Moocast,bfs graph traversal,,14172000
,Square Pasture,arithmetic math,,14173000
,Block Game,string,,14174000
,The Cow-Signal,impl string,,14175000
,트리와 소수,센트로이드 centroid decomposition combinatorics d&c fft math number theory primality test eratosthenes tree,,14176000
,티떱랜드,d&c d&c optimization dp prefix sum,,14177000
,Arranging Heaps,,,14178000
,크리스마스 이브,d&c d&c optimization dp prefix sum,,14179000
,배열의 특징,cht dp,,14180000
,함수와 쿼리,cht,,14181000
,Tax,arithmetic math,,14182000
,Key Maker,impl,,14183000
,IOI 2017 Logo,impl sorting,,14184000
,MicroRNA Ranking,ds priority queue,,14185000
,Möbius Strip,,,14186000
,Expression,,,14187000
,Elections,combinatorics dp math,,14188000
,Explosion at Cafebazaar,graph scc topological sorting,,14189000
,Linear Galaxy,,,14190000
,Rahyab,,,14191000
,Base Stations,,,14192000
,Skeletons,dfs graph traversal math scc,,14193000
,Grades,math,,14194000
,DotB,impl math simulation,,14195000
,Sticks and Carrots(Chomagh va Havij),,,14196000
,Son of Durin,,,14197000
,Halting Machine,,,14198000
,“Oland must not fall”,,,14199000
,Circular Board Game,,,14200000
,Blocks&Balls,,,14201000
,Minions and the rooms,combinatorics ds fft lazyprop math segtree,,14202000
,Unlucky 89,,,14203000
,표 정렬,ad-hoc,,14204000
,함수,combinatorics dp math modular multiplicative inverse number theory,,14205000
,선데이 코딩,,,14206000
,약수 도로,,,14207000
,수열 찾기,,,14208000
,Bridž,string,,14209000
,Kartomat,,,14210000
,Kas,dp knapsack,,14211000
,Rekonstruiraj,,,14212000
,Rima,,,14213000
,Osmosmjerka,,,14214000
,세 막대,geom impl math,,14215000
,할 일 정하기 2,hungarian,,14216000
,그래프 탐색,bfs graph traversal,,14217000
,그래프 탐색 2,bfs dfs dp graph traversal,,14218000
,막대과자 포장,arithmetic math,,14219000
,양아치 집배원,dfs dp graph traversal,,14220000
,편의점,dijkstra's graph,,14221000
,배열과 연산,greedy,,14222000
,작은 정사각형 1,arithmetic bruteforce math,,14223000
,작은 정사각형 2,bruteforce parametric search,,14224000
,부분수열의 합,bruteforce,,14225000
,이모티콘,bfs graph traversal,,14226000
,빨간 버튼 파란 버튼,ad-hoc math,,14227000
,물탱크,,,14228000
,DNA 문자열,,,14229000
,평면 게임,,,14230000
,박스 포장,dp,,14231000
,보석 도둑,math number theory primality test,,14232000
,악덕 사장,greedy sorting,,14233000
,업무 처리,,,14234000
,크리스마스 선물,ds priority queue,,14235000
,명제 증명,,,14236000
,숙련도,,,14237000
,출근 기록,dp,,14238000
,게임,,,14239000
,부분 수열의 점수,cht prefix sum,,14240000
,슬라임 합치기,math,,14241000
,아름다운 그래프,,,14242000
,출근 기록 2,case work constructive,,14243000
,트리 만들기,constructive tree,,14244000
,XOR,ds lazyprop segtree,,14245000
,K보다 큰 구간,two-pointer,,14246000
,나무 자르기,greedy sorting,,14247000
,점프 점프,bfs dfs graph traversal,,14248000
,점프 점프 2,graph scc topological sorting,,14249000
,늑대,dp,,14250000
,늑대 2,dp,,14251000
,공약수열,euclidean algorithm math number theory sorting,,14252000
,문자열 배열,,,14253000
,비밀번호 변경,string,,14254000
,멋진 배열,,,14255000
,SSR,arithmetic math number theory primality test eratosthenes,,14256000
,XOR 방정식,combinatorics math,,14257000
,XOR 그룹,ds dsu offline query,,14258000
,거짓말쟁이 효빈이,,,14259000
,열쇠 재배치 2,,,14260000
,적군을 막아라,,,14261000
,그림 그리기,impl,,14262000
,카드 놓기,ds graph priority queue topological sorting,,14263000
,정육각형과 삼각형,geom math,,14264000
,영선 수열,math,,14265000
,나는 가르친다 스위핑을,sorting sweeping,,14266000
,회사 문화 1,dfs dp tree dp graph traversal tree,,14267000
,회사 문화 2,ds dfs ett graph traversal lazyprop segtree tree,,14268000
,전설의 쌍검 용사,greedy sorting,,14269000
,종전 협상,,,14270000
,그리드 게임,bfs graph traversal,,14271000
,f(X) = A + X + B + X + C,kmp string,,14272000
,영선이의 생일,,,14273000
,세 점,compression ds segtree,,14274000
,직사각형 색칠,bitmask dp bitfield dp,,14275000
,도로 건설,bitmask dp bitfield dp,,14276000
,등차 수열과 등비 수열,math,,14277000
,블록 쌓기,bitmask dp bitfield dp,,14278000
,두 수의 곱,bruteforce math,,14279000
,두 수의 곱 2,math,,14280000
,볼록 수열,impl simulation,,14281000
,학년 통폐합,bipartite matching graph math,,14282000
,간선 이어가기,flow graph mfmc,,14283000
,간선 이어가기 2,dijkstra's graph,,14284000
,간선 끊어가기,dijkstra's graph,,14285000
,간선 끊어가기 2,flow mfmc,,14286000
,회사 문화 3,ds ett segtree tree,,14287000
,회사 문화 4,ds ett lazyprop segtree tree,,14288000
,본대 산책 3,exponentiation by squaring graph math,,14289000
,Diwali lightings (Small),bruteforce impl string,,14290000
,Diwali lightings (Large),math number theory prefix sum,,14291000
,Beautiful Numbers (Small),bruteforce math,,14292000
,Beautiful Numbers (Large),binary search math,,14293000
,Partioning Number (Small),dp,,14294000
,Partioning Number (Large),bruteforce math,,14295000
,Sorting Array (Small),,,14296000
